instance_id,event_id,event_group_id
FinlandHighSchool_XHSTT2012,Event_C001_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C001_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C001_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C001_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C001_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C001_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C002_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C002_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C002_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C002_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C003_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C003_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C003_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C003_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C003_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C003_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C004_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C004_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C004_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C004_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C004_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C004_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C005_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C005_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C005_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C005_2,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C006_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C006_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C006_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C006_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C006_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C006_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C007_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C007_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C007_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C007_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C007_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C007_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C008_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C008_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C008_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C008_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C008_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C008_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C009_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C009_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C009_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C009_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C009_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C009_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C010_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C010_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C010_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C010_2,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C010_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C010_3,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C011_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C011_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C011_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C011_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C011_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C011_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C012_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C012_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C012_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C012_2,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C012_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C012_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C013_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C013_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C013_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C013_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C014_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C014_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C014_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C014_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C014_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C014_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C015_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C015_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C015_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C015_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C015_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C015_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C016_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C016_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C016_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C016_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C016_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C016_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C017_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C017_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C017_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C017_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C017_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C017_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C018_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C018_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C018_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C018_2,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C018_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C018_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C019_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C019_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C019_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C019_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C019_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C019_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C020_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C020_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C020_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C020_2,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C020_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C020_3,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C021_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C021_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C021_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C021_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C022_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C022_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C022_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C022_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C022_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C022_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C023_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C023_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C023_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C023_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C023_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C023_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C024_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C024_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C024_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C024_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C024_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C024_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C025_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C025_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C025_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C025_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C026_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C026_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C026_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C026_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C026_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C026_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C027_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C027_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C027_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C027_2,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C027_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C027_3,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C028_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C028_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C028_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C028_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C029_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C029_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C029_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C029_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C029_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C029_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C030_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C030_1,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C030_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C030_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C030_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C030_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C031_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C031_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C031_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C031_2,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C031_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C031_3,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C032_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C032_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C032_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C032_2,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C032_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C032_3,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,Event_C033_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C033_1,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C033_2,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C033_2,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,Event_C033_3,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C033_3,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,Event_C034_1,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,Event_C034_1,gr_EventsDuration2
