instance_id,resource_id,resource_group_id
FinlandHighSchool_XHSTT2012,ARO,gr_Teachers
FinlandHighSchool_XHSTT2012,BLO,gr_Teachers
FinlandHighSchool_XHSTT2012,HAH,gr_Teachers
FinlandHighSchool_XHSTT2012,HAN,gr_Teachers
FinlandHighSchool_XHSTT2012,HED,gr_Teachers
FinlandHighSchool_XHSTT2012,HIL,gr_Teachers
FinlandHighSchool_XHSTT2012,IHA,gr_Teachers
FinlandHighSchool_XHSTT2012,KHK,gr_Teachers
FinlandHighSchool_XHSTT2012,LES,gr_Teachers
FinlandHighSchool_XHSTT2012,MAL,gr_Teachers
FinlandHighSchool_XHSTT2012,MIK,gr_Teachers
FinlandHighSchool_XHSTT2012,MIV,gr_Teachers
FinlandHighSchool_XHSTT2012,MTH,gr_Teachers
FinlandHighSchool_XHSTT2012,NII,gr_Teachers
FinlandHighSchool_XHSTT2012,RAP,gr_Teachers
FinlandHighSchool_XHSTT2012,SOL,gr_Teachers
FinlandHighSchool_XHSTT2012,TOK,gr_Teachers
FinlandHighSchool_XHSTT2012,VAM,gr_Teachers
FinlandHighSchool_XHSTT2012,SA,gr_Classes
FinlandHighSchool_XHSTT2012,SB,gr_Classes
FinlandHighSchool_XHSTT2012,SC,gr_Classes
FinlandHighSchool_XHSTT2012,SD,gr_Classes
FinlandHighSchool_XHSTT2012,SE,gr_Classes
FinlandHighSchool_XHSTT2012,SF,gr_Classes
FinlandHighSchool_XHSTT2012,SG,gr_Classes
FinlandHighSchool_XHSTT2012,SH,gr_Classes
FinlandHighSchool_XHSTT2012,SI,gr_Classes
FinlandHighSchool_XHSTT2012,SX,gr_Classes
FinlandHighSchool_XHSTT2012,R181,gr_Rooms
FinlandHighSchool_XHSTT2012,R204,gr_Rooms
FinlandHighSchool_XHSTT2012,R205,gr_Rooms
FinlandHighSchool_XHSTT2012,R206,gr_Rooms
FinlandHighSchool_XHSTT2012,R207,gr_Rooms
FinlandHighSchool_XHSTT2012,R210,gr_Rooms
FinlandHighSchool_XHSTT2012,R211,gr_Rooms
FinlandHighSchool_XHSTT2012,R212,gr_Rooms
FinlandHighSchool_XHSTT2012,R213,gr_Rooms
FinlandHighSchool_XHSTT2012,R227,gr_Rooms
FinlandHighSchool_XHSTT2012,R232,gr_Rooms
FinlandHighSchool_XHSTT2012,R235,gr_Rooms
FinlandHighSchool_XHSTT2012,R302,gr_Rooms
