instance_id,constraint_id,constraint_type,name,required,weight,cost_function
FinlandHighSchool_XHSTT2012,AssignResources_1,AssignResourceConstraint,AssignResourcesGeneral,TRUE,1,Sum
FinlandHighSchool_XHSTT2012,AssignTimes_2,AssignTimeConstraint,AssignTimes,TRUE,1,Sum
FinlandHighSchool_XHSTT2012,NoSplitEventsConstraint,SplitEventsConstraint,Do not split events,TRUE,1000,Sum
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,SpreadEventsConstraint,EventSpreadingConstraint,TRUE,1,Sum
FinlandHighSchool_XHSTT2012,NoResourceClashes_8,AvoidClashesConstraint,NoResourceClashes,TRUE,1,Sum
FinlandHighSchool_XHSTT2012,JumpPeriods_Classes,LimitIdleTimesConstraint,JumpPeriods_Classes,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,JumpPeriods_Teachers,LimitIdleTimesConstraint,JumpPeriods_Teachers,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxADay_Classes,LimitBusyTimesConstraint,MinMaxADay_Classes,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_ARO,LimitBusyTimesConstraint,MinMaxDay_ARO,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_BLO,LimitBusyTimesConstraint,MinMaxDay_BLO,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_HAH,LimitBusyTimesConstraint,MinMaxDay_HAH,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_HAN,LimitBusyTimesConstraint,MinMaxDay_HAN,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_HED,LimitBusyTimesConstraint,MinMaxDay_HED,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_HIL,LimitBusyTimesConstraint,MinMaxDay_HIL,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_IHA,LimitBusyTimesConstraint,MinMaxDay_IHA,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_KHK,LimitBusyTimesConstraint,MinMaxDay_KHK,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_LES,LimitBusyTimesConstraint,MinMaxDay_LES,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_MAL,LimitBusyTimesConstraint,MinMaxDay_MAL,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_MIK,LimitBusyTimesConstraint,MinMaxDay_MIK,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_MIV,LimitBusyTimesConstraint,MinMaxDay_MIV,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_MTH,LimitBusyTimesConstraint,MinMaxDay_MTH,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_NII,LimitBusyTimesConstraint,MinMaxDay_NII,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_RAP,LimitBusyTimesConstraint,MinMaxDay_RAP,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_SOL,LimitBusyTimesConstraint,MinMaxDay_SOL,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_TOK,LimitBusyTimesConstraint,MinMaxDay_TOK,FALSE,1,SumSquares
FinlandHighSchool_XHSTT2012,MinMaxDay_VAM,LimitBusyTimesConstraint,MinMaxDay_VAM,FALSE,1,SumSquares
