instance_id,constraint_id,path,ref_type,reference
FinlandHighSchool_XHSTT2012,AssignResources_1,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,AssignTimes_2,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration1
FinlandHighSchool_XHSTT2012,AssignTimes_2,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration2
FinlandHighSchool_XHSTT2012,AssignTimes_2,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration3
FinlandHighSchool_XHSTT2012,NoSplitEventsConstraint,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsGeneral
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C001
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C002
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C003
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C004
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C005
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C006
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C007
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C008
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C009
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C010
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C011
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C012
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C013
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C014
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C015
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C016
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C017
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C018
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C019
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C020
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C021
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C022
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C023
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C024
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C025
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C026
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C027
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C028
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C029
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C030
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C031
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C032
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C033
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C034
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C035
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C036
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C037
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C038
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C039
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C040
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C041
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C042
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C043
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C044
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C045
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C046
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C047
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C048
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C049
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C050
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C051
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C052
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C053
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C054
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C055
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C056
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C057
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C058
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C059
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C060
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C061
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C062
FinlandHighSchool_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C063
FinlandHighSchool_XHSTT2012,NoResourceClashes_8,AppliesTo/ResourceGroups/ResourceGroup,ResourceGroup,gr_Teachers
FinlandHighSchool_XHSTT2012,NoResourceClashes_8,AppliesTo/ResourceGroups/ResourceGroup,ResourceGroup,gr_Rooms
FinlandHighSchool_XHSTT2012,NoResourceClashes_8,AppliesTo/ResourceGroups/ResourceGroup,ResourceGroup,gr_Classes
FinlandHighSchool_XHSTT2012,JumpPeriods_Classes,AppliesTo/ResourceGroups/ResourceGroup,ResourceGroup,gr_Classes
FinlandHighSchool_XHSTT2012,JumpPeriods_Teachers,AppliesTo/ResourceGroups/ResourceGroup,ResourceGroup,gr_Teachers
FinlandHighSchool_XHSTT2012,MinMaxADay_Classes,AppliesTo/ResourceGroups/ResourceGroup,ResourceGroup,gr_Classes
FinlandHighSchool_XHSTT2012,MinMaxDay_ARO,AppliesTo/Resources/Resource,Resource,ARO
FinlandHighSchool_XHSTT2012,MinMaxDay_BLO,AppliesTo/Resources/Resource,Resource,BLO
FinlandHighSchool_XHSTT2012,MinMaxDay_HAH,AppliesTo/Resources/Resource,Resource,HAH
FinlandHighSchool_XHSTT2012,MinMaxDay_HAN,AppliesTo/Resources/Resource,Resource,HAN
FinlandHighSchool_XHSTT2012,MinMaxDay_HED,AppliesTo/Resources/Resource,Resource,HED
FinlandHighSchool_XHSTT2012,MinMaxDay_HIL,AppliesTo/Resources/Resource,Resource,HIL
FinlandHighSchool_XHSTT2012,MinMaxDay_IHA,AppliesTo/Resources/Resource,Resource,IHA
FinlandHighSchool_XHSTT2012,MinMaxDay_KHK,AppliesTo/Resources/Resource,Resource,KHK
FinlandHighSchool_XHSTT2012,MinMaxDay_LES,AppliesTo/Resources/Resource,Resource,LES
FinlandHighSchool_XHSTT2012,MinMaxDay_MAL,AppliesTo/Resources/Resource,Resource,MAL
FinlandHighSchool_XHSTT2012,MinMaxDay_MIK,AppliesTo/Resources/Resource,Resource,MIK
FinlandHighSchool_XHSTT2012,MinMaxDay_MIV,AppliesTo/Resources/Resource,Resource,MIV
FinlandHighSchool_XHSTT2012,MinMaxDay_MTH,AppliesTo/Resources/Resource,Resource,MTH
FinlandHighSchool_XHSTT2012,MinMaxDay_NII,AppliesTo/Resources/Resource,Resource,NII
FinlandHighSchool_XHSTT2012,MinMaxDay_RAP,AppliesTo/Resources/Resource,Resource,RAP
FinlandHighSchool_XHSTT2012,MinMaxDay_SOL,AppliesTo/Resources/Resource,Resource,SOL
FinlandHighSchool_XHSTT2012,MinMaxDay_TOK,AppliesTo/Resources/Resource,Resource,TOK
FinlandHighSchool_XHSTT2012,MinMaxDay_VAM,AppliesTo/Resources/Resource,Resource,VAM
