instance_id,time_id,name,order_index,week_ref,day_ref
FinlandSecondarySchool_XHSTT2011,Mo_1,Mo_1,0,,gr_Mo
FinlandSecondarySchool_XHSTT2011,Mo_2,Mo_2,1,,gr_Mo
FinlandSecondarySchool_XHSTT2011,Mo_3,Mo_3,2,,gr_Mo
FinlandSecondarySchool_XHSTT2011,Mo_4,Mo_4,3,,gr_Mo
FinlandSecondarySchool_XHSTT2011,Mo_5,Mo_5,4,,gr_Mo
FinlandSecondarySchool_XHSTT2011,Mo_6,Mo_6,5,,gr_Mo
FinlandSecondarySchool_XHSTT2011,Mo_7,Mo_7,6,,gr_Mo
FinlandSecondarySchool_XHSTT2011,Tu_1,Tu_1,7,,gr_Tu
FinlandSecondarySchool_XHSTT2011,Tu_2,Tu_2,8,,gr_Tu
FinlandSecondarySchool_XHSTT2011,Tu_3,Tu_3,9,,gr_Tu
FinlandSecondarySchool_XHSTT2011,Tu_4,Tu_4,10,,gr_Tu
FinlandSecondarySchool_XHSTT2011,Tu_5,Tu_5,11,,gr_Tu
FinlandSecondarySchool_XHSTT2011,Tu_6,Tu_6,12,,gr_Tu
FinlandSecondarySchool_XHSTT2011,Tu_7,Tu_7,13,,gr_Tu
FinlandSecondarySchool_XHSTT2011,We_1,We_1,14,,gr_We
FinlandSecondarySchool_XHSTT2011,We_2,We_2,15,,gr_We
FinlandSecondarySchool_XHSTT2011,We_3,We_3,16,,gr_We
FinlandSecondarySchool_XHSTT2011,We_4,We_4,17,,gr_We
FinlandSecondarySchool_XHSTT2011,We_5,We_5,18,,gr_We
FinlandSecondarySchool_XHSTT2011,We_6,We_6,19,,gr_We
FinlandSecondarySchool_XHSTT2011,We_7,We_7,20,,gr_We
FinlandSecondarySchool_XHSTT2011,Th_1,Th_1,21,,gr_Th
FinlandSecondarySchool_XHSTT2011,Th_2,Th_2,22,,gr_Th
FinlandSecondarySchool_XHSTT2011,Th_3,Th_3,23,,gr_Th
FinlandSecondarySchool_XHSTT2011,Th_4,Th_4,24,,gr_Th
FinlandSecondarySchool_XHSTT2011,Th_5,Th_5,25,,gr_Th
FinlandSecondarySchool_XHSTT2011,Th_6,Th_6,26,,gr_Th
FinlandSecondarySchool_XHSTT2011,Th_7,Th_7,27,,gr_Th
FinlandSecondarySchool_XHSTT2011,Fr_1,Fr_1,28,,gr_Fr
FinlandSecondarySchool_XHSTT2011,Fr_2,Fr_2,29,,gr_Fr
FinlandSecondarySchool_XHSTT2011,Fr_3,Fr_3,30,,gr_Fr
FinlandSecondarySchool_XHSTT2011,Fr_4,Fr_4,31,,gr_Fr
FinlandSecondarySchool_XHSTT2011,Fr_5,Fr_5,32,,gr_Fr
FinlandSecondarySchool_XHSTT2011,Fr_6,Fr_6,33,,gr_Fr
FinlandSecondarySchool_XHSTT2011,Fr_7,Fr_7,34,,gr_Fr
