instance_id,resource_id,name,resource_type_ref
FinlandSecondarySchool_XHSTT2011,ANT,ANT,Teacher
FinlandSecondarySchool_XHSTT2011,HAA,HAA,Teacher
FinlandSecondarySchool_XHSTT2011,HAN,HAN,Teacher
FinlandSecondarySchool_XHSTT2011,HIL,HIL,Teacher
FinlandSecondarySchool_XHSTT2011,HIM,HIM,Teacher
FinlandSecondarySchool_XHSTT2011,JAA,JAA,Teacher
FinlandSecondarySchool_XHSTT2011,KER,KER,Teacher
FinlandSecondarySchool_XHSTT2011,KIV,KIV,Teacher
FinlandSecondarySchool_XHSTT2011,KNU,KNU,Teacher
FinlandSecondarySchool_XHSTT2011,LAH,LAH,Teacher
FinlandSecondarySchool_XHSTT2011,MAK,MAK,Teacher
FinlandSecondarySchool_XHSTT2011,MAR,MAR,Teacher
FinlandSecondarySchool_XHSTT2011,PUN,PUN,Teacher
FinlandSecondarySchool_XHSTT2011,RAI,RAI,Teacher
FinlandSecondarySchool_XHSTT2011,SAA,SAA,Teacher
FinlandSecondarySchool_XHSTT2011,SAV,SAV,Teacher
FinlandSecondarySchool_XHSTT2011,SEL,SEL,Teacher
FinlandSecondarySchool_XHSTT2011,SEP,SEP,Teacher
FinlandSecondarySchool_XHSTT2011,SII,SII,Teacher
FinlandSecondarySchool_XHSTT2011,STO,STO,Teacher
FinlandSecondarySchool_XHSTT2011,TER,TER,Teacher
FinlandSecondarySchool_XHSTT2011,TUO,TUO,Teacher
FinlandSecondarySchool_XHSTT2011,VAN,VAN,Teacher
FinlandSecondarySchool_XHSTT2011,VIL,VIL,Teacher
FinlandSecondarySchool_XHSTT2011,WAH,WAH,Teacher
FinlandSecondarySchool_XHSTT2011,S7A,S7A,Class
FinlandSecondarySchool_XHSTT2011,S7B,S7B,Class
FinlandSecondarySchool_XHSTT2011,S7C,S7C,Class
FinlandSecondarySchool_XHSTT2011,S7D,S7D,Class
FinlandSecondarySchool_XHSTT2011,S8A,S8A,Class
FinlandSecondarySchool_XHSTT2011,S8B,S8B,Class
FinlandSecondarySchool_XHSTT2011,S8C,S8C,Class
FinlandSecondarySchool_XHSTT2011,S8D,S8D,Class
FinlandSecondarySchool_XHSTT2011,S8E,S8E,Class
FinlandSecondarySchool_XHSTT2011,S9A,S9A,Class
FinlandSecondarySchool_XHSTT2011,S9B,S9B,Class
FinlandSecondarySchool_XHSTT2011,S9C,S9C,Class
FinlandSecondarySchool_XHSTT2011,S9D,S9D,Class
FinlandSecondarySchool_XHSTT2011,S9E,S9E,Class
FinlandSecondarySchool_XHSTT2011,R023,R023,Room
FinlandSecondarySchool_XHSTT2011,R024,R024,Room
FinlandSecondarySchool_XHSTT2011,R026,R026,Room
FinlandSecondarySchool_XHSTT2011,R038,R038,Room
FinlandSecondarySchool_XHSTT2011,R111,R111,Room
FinlandSecondarySchool_XHSTT2011,R115,R115,Room
FinlandSecondarySchool_XHSTT2011,R135,R135,Room
FinlandSecondarySchool_XHSTT2011,R144,R144,Room
FinlandSecondarySchool_XHSTT2011,R145,R145,Room
FinlandSecondarySchool_XHSTT2011,R149,R149,Room
FinlandSecondarySchool_XHSTT2011,R163,R163,Room
FinlandSecondarySchool_XHSTT2011,R203,R203,Room
FinlandSecondarySchool_XHSTT2011,R211,R211,Room
FinlandSecondarySchool_XHSTT2011,R226,R226,Room
FinlandSecondarySchool_XHSTT2011,R305,R305,Room
FinlandSecondarySchool_XHSTT2011,R312,R312,Room
FinlandSecondarySchool_XHSTT2011,RK01,RK01,Room
FinlandSecondarySchool_XHSTT2011,RK02,RK02,Room
FinlandSecondarySchool_XHSTT2011,RKU,RKU,Room
FinlandSecondarySchool_XHSTT2011,RLI1,RLI1,Room
FinlandSecondarySchool_XHSTT2011,RLI2,RLI2,Room
FinlandSecondarySchool_XHSTT2011,RTN,RTN,Room
FinlandSecondarySchool_XHSTT2011,RTS,RTS,Room
FinlandSecondarySchool_XHSTT2011,RUPF,RUPF,Room
FinlandSecondarySchool_XHSTT2011,RX,RX,Room
