instance_id,event_id,er_index,role,resource_type_ref,reference_resource_id,workload
FinlandSecondarySchool_XHSTT2011,Event_C001_1,0,Class,,S7A,
FinlandSecondarySchool_XHSTT2011,Event_C001_1,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C001_1,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C001_2,0,Class,,S7A,
FinlandSecondarySchool_XHSTT2011,Event_C001_2,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C001_2,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C002_1,0,Class,,S7B,
FinlandSecondarySchool_XHSTT2011,Event_C002_1,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C002_1,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C002_2,0,Class,,S7B,
FinlandSecondarySchool_XHSTT2011,Event_C002_2,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C002_2,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C003_1,0,Class,,S7C,
FinlandSecondarySchool_XHSTT2011,Event_C003_1,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C003_1,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C003_2,0,Class,,S7C,
FinlandSecondarySchool_XHSTT2011,Event_C003_2,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C003_2,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C004_1,0,Class,,S8A,
FinlandSecondarySchool_XHSTT2011,Event_C004_1,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C004_1,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C004_2,0,Class,,S8A,
FinlandSecondarySchool_XHSTT2011,Event_C004_2,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C004_2,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C005_1,0,Class,,S8B,
FinlandSecondarySchool_XHSTT2011,Event_C005_1,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C005_1,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C005_2,0,Class,,S8B,
FinlandSecondarySchool_XHSTT2011,Event_C005_2,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C005_2,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C006_1,0,Class,,S8C,
FinlandSecondarySchool_XHSTT2011,Event_C006_1,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C006_1,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C006_2,0,Class,,S8C,
FinlandSecondarySchool_XHSTT2011,Event_C006_2,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C006_2,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C007_1,0,Class,,S8E,
FinlandSecondarySchool_XHSTT2011,Event_C007_1,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C007_1,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C007_2,0,Class,,S8E,
FinlandSecondarySchool_XHSTT2011,Event_C007_2,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C007_2,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C008_1,0,Class,,S9A,
FinlandSecondarySchool_XHSTT2011,Event_C008_1,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C008_1,2,Room,,R115,
FinlandSecondarySchool_XHSTT2011,Event_C008_2,0,Class,,S9A,
FinlandSecondarySchool_XHSTT2011,Event_C008_2,1,Teacher,,ANT,
FinlandSecondarySchool_XHSTT2011,Event_C008_2,2,Room,,R115,
