instance_id,time_id,group_id,membership_type
FinlandSecondarySchool_XHSTT2011,Mo_1,gr_Mo,Day
FinlandSecondarySchool_XHSTT2011,Mo_1,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_1,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_2,gr_Mo,Day
FinlandSecondarySchool_XHSTT2011,Mo_2,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_2,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_3,gr_Mo,Day
FinlandSecondarySchool_XHSTT2011,Mo_3,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_3,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_4,gr_Mo,Day
FinlandSecondarySchool_XHSTT2011,Mo_4,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_4,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_5,gr_Mo,Day
FinlandSecondarySchool_XHSTT2011,Mo_5,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_5,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_6,gr_Mo,Day
FinlandSecondarySchool_XHSTT2011,Mo_6,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_6,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Mo_7,gr_Mo,Day
FinlandSecondarySchool_XHSTT2011,Mo_7,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_1,gr_Tu,Day
FinlandSecondarySchool_XHSTT2011,Tu_1,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_1,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_2,gr_Tu,Day
FinlandSecondarySchool_XHSTT2011,Tu_2,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_2,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_3,gr_Tu,Day
FinlandSecondarySchool_XHSTT2011,Tu_3,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_3,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_4,gr_Tu,Day
FinlandSecondarySchool_XHSTT2011,Tu_4,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_4,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_5,gr_Tu,Day
FinlandSecondarySchool_XHSTT2011,Tu_5,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_5,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_6,gr_Tu,Day
FinlandSecondarySchool_XHSTT2011,Tu_6,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_6,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,Tu_7,gr_Tu,Day
FinlandSecondarySchool_XHSTT2011,Tu_7,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,We_1,gr_We,Day
FinlandSecondarySchool_XHSTT2011,We_1,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,We_1,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,We_2,gr_We,Day
FinlandSecondarySchool_XHSTT2011,We_2,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,We_2,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,We_3,gr_We,Day
FinlandSecondarySchool_XHSTT2011,We_3,gr_AllTimes,TimeGroup
FinlandSecondarySchool_XHSTT2011,We_3,gr_TimesDurationTwo,TimeGroup
FinlandSecondarySchool_XHSTT2011,We_4,gr_We,Day
FinlandSecondarySchool_XHSTT2011,We_4,gr_AllTimes,TimeGroup
