instance_id,time_id,name,order_index,week_ref,day_ref
US-WS-09,Mon1,Mon1,0,,Day_0
US-WS-09,Mon2,Mon2,1,,Day_0
US-WS-09,Mon3,Mon3,2,,Day_0
US-WS-09,Mon4,Mon4,3,,Day_0
US-WS-09,Mon5,Mon5,4,,Day_0
US-WS-09,Mon6,Mon6,5,,Day_0
US-WS-09,Mon7,Mon7,6,,Day_0
US-WS-09,Mon8,Mon8,7,,Day_0
US-WS-09,Mon9,Mon9,8,,Day_0
US-WS-09,Mon10,Mon10,9,,Day_0
US-WS-09,Mon11,Mon11,10,,Day_0
US-WS-09,Mon12,Mon12,11,,Day_0
US-WS-09,Mon13,Mon13,12,,Day_0
US-WS-09,Mon14,Mon14,13,,Day_0
US-WS-09,Mon15,Mon15,14,,Day_0
US-WS-09,Mon16,Mon16,15,,Day_0
US-WS-09,Mon17,Mon17,16,,Day_0
US-WS-09,Mon18,Mon18,17,,Day_0
US-WS-09,Mon19,Mon19,18,,Day_0
US-WS-09,Mon20,Mon20,19,,Day_0
US-WS-09,Tue1,Tue1,20,,Day_1
US-WS-09,Tue2,Tue2,21,,Day_1
US-WS-09,Tue3,Tue3,22,,Day_1
US-WS-09,Tue4,Tue4,23,,Day_1
US-WS-09,Tue5,Tue5,24,,Day_1
US-WS-09,Tue6,Tue6,25,,Day_1
US-WS-09,Tue7,Tue7,26,,Day_1
US-WS-09,Tue8,Tue8,27,,Day_1
US-WS-09,Tue9,Tue9,28,,Day_1
US-WS-09,Tue10,Tue10,29,,Day_1
US-WS-09,Tue11,Tue11,30,,Day_1
US-WS-09,Tue12,Tue12,31,,Day_1
US-WS-09,Tue13,Tue13,32,,Day_1
US-WS-09,Tue14,Tue14,33,,Day_1
US-WS-09,Tue15,Tue15,34,,Day_1
US-WS-09,Tue16,Tue16,35,,Day_1
US-WS-09,Tue17,Tue17,36,,Day_1
US-WS-09,Tue18,Tue18,37,,Day_1
US-WS-09,Tue19,Tue19,38,,Day_1
US-WS-09,Tue20,Tue20,39,,Day_1
US-WS-09,Wed1,Wed1,40,,Day_2
US-WS-09,Wed2,Wed2,41,,Day_2
US-WS-09,Wed3,Wed3,42,,Day_2
US-WS-09,Wed4,Wed4,43,,Day_2
US-WS-09,Wed5,Wed5,44,,Day_2
US-WS-09,Wed6,Wed6,45,,Day_2
US-WS-09,Wed7,Wed7,46,,Day_2
US-WS-09,Wed8,Wed8,47,,Day_2
US-WS-09,Wed9,Wed9,48,,Day_2
US-WS-09,Wed10,Wed10,49,,Day_2
US-WS-09,Wed11,Wed11,50,,Day_2
US-WS-09,Wed12,Wed12,51,,Day_2
US-WS-09,Wed13,Wed13,52,,Day_2
US-WS-09,Wed14,Wed14,53,,Day_2
US-WS-09,Wed15,Wed15,54,,Day_2
US-WS-09,Wed16,Wed16,55,,Day_2
US-WS-09,Wed17,Wed17,56,,Day_2
US-WS-09,Wed18,Wed18,57,,Day_2
US-WS-09,Wed19,Wed19,58,,Day_2
US-WS-09,Wed20,Wed20,59,,Day_2
US-WS-09,Thu1,Thu1,60,,Day_3
US-WS-09,Thu2,Thu2,61,,Day_3
US-WS-09,Thu3,Thu3,62,,Day_3
US-WS-09,Thu4,Thu4,63,,Day_3
US-WS-09,Thu5,Thu5,64,,Day_3
US-WS-09,Thu6,Thu6,65,,Day_3
US-WS-09,Thu7,Thu7,66,,Day_3
US-WS-09,Thu8,Thu8,67,,Day_3
US-WS-09,Thu9,Thu9,68,,Day_3
US-WS-09,Thu10,Thu10,69,,Day_3
US-WS-09,Thu11,Thu11,70,,Day_3
US-WS-09,Thu12,Thu12,71,,Day_3
US-WS-09,Thu13,Thu13,72,,Day_3
US-WS-09,Thu14,Thu14,73,,Day_3
US-WS-09,Thu15,Thu15,74,,Day_3
US-WS-09,Thu16,Thu16,75,,Day_3
US-WS-09,Thu17,Thu17,76,,Day_3
US-WS-09,Thu18,Thu18,77,,Day_3
US-WS-09,Thu19,Thu19,78,,Day_3
US-WS-09,Thu20,Thu20,79,,Day_3
US-WS-09,Fri1,Fri1,80,,Day_4
US-WS-09,Fri2,Fri2,81,,Day_4
US-WS-09,Fri3,Fri3,82,,Day_4
US-WS-09,Fri4,Fri4,83,,Day_4
US-WS-09,Fri5,Fri5,84,,Day_4
US-WS-09,Fri6,Fri6,85,,Day_4
US-WS-09,Fri7,Fri7,86,,Day_4
US-WS-09,Fri8,Fri8,87,,Day_4
US-WS-09,Fri9,Fri9,88,,Day_4
US-WS-09,Fri10,Fri10,89,,Day_4
US-WS-09,Fri11,Fri11,90,,Day_4
US-WS-09,Fri12,Fri12,91,,Day_4
US-WS-09,Fri13,Fri13,92,,Day_4
US-WS-09,Fri14,Fri14,93,,Day_4
US-WS-09,Fri15,Fri15,94,,Day_4
US-WS-09,Fri16,Fri16,95,,Day_4
US-WS-09,Fri17,Fri17,96,,Day_4
US-WS-09,Fri18,Fri18,97,,Day_4
US-WS-09,Fri19,Fri19,98,,Day_4
US-WS-09,Fri20,Fri20,99,,Day_4
