instance_id,event_id,event_group_id
US-WS-09,ArtFoundations_0_1,Event_All
US-WS-09,ArtFoundations_0_1,ArtFoundations_0_1
US-WS-09,ArtFoundations_1_1,Event_All
US-WS-09,ArtFoundations_1_1,ArtFoundations_1_1
US-WS-09,DrawingPainting1_0_1,Event_All
US-WS-09,DrawingPainting1_0_1,DrawingPainting1_0_1
US-WS-09,DrawingPainting1_0_2,Event_All
US-WS-09,DrawingPainting2_0_1,Event_All
US-WS-09,DrawingPainting2_0_1,DrawingPainting2_0_1
US-WS-09,DrawingPainting2_0_2,Event_All
US-WS-09,GraphicDesign_0_1,Event_All
US-WS-09,GraphicDesign_0_1,GraphicDesign_0_1
US-WS-09,Photgraphy1_0_1,Event_All
US-WS-09,Photgraphy1_0_2,Event_All
US-WS-09,Photgraphy1_0_3,Event_All
US-WS-09,Photgraphy1_1_1,Event_All
US-WS-09,Photgraphy1_1_2,Event_All
US-WS-09,Photgraphy1_1_3,Event_All
US-WS-09,Photgraphy1_2_1,Event_All
US-WS-09,Photgraphy1_2_2,Event_All
US-WS-09,Photography2_0_1,Event_All
US-WS-09,Photography2_0_1,Photography2_0_1
US-WS-09,Pottery1_0_1,Event_All
US-WS-09,Pottery1_0_2,Event_All
US-WS-09,Pottery1_0_3,Event_All
US-WS-09,Pottery2_0_1,Event_All
US-WS-09,Pottery2_0_2,Event_All
US-WS-09,Pottery2_0_3,Event_All
US-WS-09,Pottery3_0_1,Event_All
US-WS-09,Pottery3_0_2,Event_All
US-WS-09,Pottery3_0_3,Event_All
US-WS-09,Choir-Freshman_0_1,Event_All
US-WS-09,Choir-Freshman_0_1,Choir-Freshman_0_1
US-WS-09,VoiceClass1_0_1,Event_All
US-WS-09,VoiceClass2_0_1,Event_All
US-WS-09,Choir-Warrior_0_1,Event_All
US-WS-09,Choir-Warrior_0_1,Choir-Warrior_0_1
US-WS-09,Choir-WomensShow_0_1,Event_All
US-WS-09,Choir-WomensShow_0_1,Choir-WomensShow_0_1
US-WS-09,Choir-WarriorExpressShow_0_1,Event_All
US-WS-09,Choir-WarriorExpressShow_0_1,Choir-WarriorExpressShow_0_1
US-WS-09,Choir-VarsityShow_0_1,Event_All
US-WS-09,Choir-VarsityShow_0_1,Choir-VarsityShow_0_1
US-WS-09,Choir-Concert_0_1,Event_All
