instance_id,event_id,event_group_id
FinlandCollege_XHSTT2012,Event_C001_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C001_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C002_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C002_1,gr_EventsDuration3
FinlandCollege_XHSTT2012,Event_C003_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C003_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C004_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C004_1,gr_EventsDuration1
FinlandCollege_XHSTT2012,Event_C005_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C005_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C006_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C006_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C007_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C007_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C008_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C008_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C009_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C009_1,gr_EventsDuration3
FinlandCollege_XHSTT2012,Event_C010_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C010_1,gr_EventsDuration3
FinlandCollege_XHSTT2012,Event_C011_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C011_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C012_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C012_1,gr_EventsDuration3
FinlandCollege_XHSTT2012,Event_C013_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C013_1,gr_EventsDuration3
FinlandCollege_XHSTT2012,Event_C014_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C014_1,gr_EventsDuration1
FinlandCollege_XHSTT2012,Event_C015_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C015_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C016_1,gr_EventsGeneral
FinlandCollege_XHSTT2012,Event_C016_1,gr_EventsDuration2
FinlandCollege_XHSTT2012,Event_C017_1,gr_EventsGeneral
