instance_id,constraint_id,path,ref_type,reference
FinlandCollege_XHSTT2012,AssignResources_1,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsGeneral
FinlandCollege_XHSTT2012,AssignTimes_2,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration1
FinlandCollege_XHSTT2012,AssignTimes_2,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration2
FinlandCollege_XHSTT2012,AssignTimes_2,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration3
FinlandCollege_XHSTT2012,NoSplitEventsConstraint,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsGeneral
FinlandCollege_XHSTT2012,PreferredTimes_4,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration1
FinlandCollege_XHSTT2012,PreferredTimes_5,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration2
FinlandCollege_XHSTT2012,PreferredTimes_6,AppliesTo/EventGroups/EventGroup,EventGroup,gr_EventsDuration3
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C001
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C002
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C003
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C004
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C005
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C006
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C007
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C008
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C009
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C010
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C011
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C012
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C013
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C014
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C015
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C016
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C017
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C018
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C019
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C020
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C021
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C022
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C023
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C024
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C025
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C026
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C027
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C028
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C029
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C030
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C031
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C032
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C033
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C034
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C035
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C036
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C037
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C038
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C039
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C040
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C041
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C042
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C043
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C044
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C045
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C046
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C047
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C048
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C049
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C050
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C051
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C052
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C053
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C054
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C055
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C056
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C057
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C058
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C059
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C060
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C061
FinlandCollege_XHSTT2012,EventSpreadingConstraint_7,AppliesTo/EventGroups/EventGroup,EventGroup,gr_C062
