instance_id,constraint_id,constraint_type,name,required,weight,cost_function
DK-FG-12,AssignRoom,AssignResourceConstraint,AssignRoom,TRUE,1,Linear
DK-FG-12,AssignTime,AssignTimeConstraint,AssignTime,TRUE,1,Linear
DK-FG-12,PreferResource1,PreferResourcesConstraint,PreferResource,TRUE,1000,Linear
DK-FG-12,PreferResource2,PreferResourcesConstraint,PreferResource,TRUE,1000,Linear
DK-FG-12,PreferResource3,PreferResourcesConstraint,PreferResource,TRUE,1000,Linear
DK-FG-12,PreferResource4,PreferResourcesConstraint,PreferResource,TRUE,1000,Linear
DK-FG-12,PreferResource5,PreferResourcesConstraint,PreferResource,TRUE,1000,Linear
DK-FG-12,PreferResource6,PreferResourcesConstraint,PreferResource,TRUE,1000,Linear
DK-FG-12,PreferResource7,PreferResourcesConstraint,PreferResource,TRUE,1000,Linear
DK-FG-12,PreferResource8,PreferResourcesConstraint,PreferResource,TRUE,1000,Linear
DK-FG-12,SpreadEventsNeighbordays,SpreadEventsConstraint,SpreadEventsNeighbordays,FALSE,8,Linear
DK-FG-12,SpreadEventsClassDayConflicts,SpreadEventsConstraint,SpreadEventsClassDayConflicts,TRUE,1,Linear
DK-FG-12,ClassWeekStability1,SpreadEventsConstraint,ClassWeekStability1,FALSE,8,Linear
DK-FG-12,ClassWeekStability2,SpreadEventsConstraint,ClassWeekStability2,FALSE,8,Linear
DK-FG-12,ClassWeekStability3,SpreadEventsConstraint,ClassWeekStability3,FALSE,8,Linear
DK-FG-12,ClassWeekStability4,SpreadEventsConstraint,ClassWeekStability4,FALSE,8,Linear
DK-FG-12,ClassWeekStability5,SpreadEventsConstraint,ClassWeekStability5,FALSE,8,Linear
DK-FG-12,ClassWeekStability6,SpreadEventsConstraint,ClassWeekStability6,FALSE,8,Linear
DK-FG-12,AvoidClashes,AvoidClashesConstraint,AvoidClashes,TRUE,1,Linear
DK-FG-12,AvoidUnavailable1,AvoidUnavailableTimesConstraint,AvoidUnavailable1,TRUE,1,Linear
DK-FG-12,AvoidUnavailable2,AvoidUnavailableTimesConstraint,AvoidUnavailable2,TRUE,1,Linear
DK-FG-12,AvoidUnavailable3,AvoidUnavailableTimesConstraint,AvoidUnavailable3,TRUE,1,Linear
DK-FG-12,AvoidUnavailable4,AvoidUnavailableTimesConstraint,AvoidUnavailable4,TRUE,1,Linear
DK-FG-12,AvoidUnavailable5,AvoidUnavailableTimesConstraint,AvoidUnavailable5,TRUE,1,Linear
DK-FG-12,LimitIdleStudents,LimitIdleTimesConstraint,LimitIdleStudents,FALSE,7,Linear
DK-FG-12,LimitIdleTeachers,LimitIdleTimesConstraint,LimitIdleTeachers,FALSE,6,Linear
DK-FG-12,ClusterBusyRequiredDaysOff2,ClusterBusyTimesConstraint,ClusterBusyRequiredDaysOff2,TRUE,1,Linear
DK-FG-12,ClusterBusyDaysOccupiedPenalty,ClusterBusyTimesConstraint,ClusterBusyDaysOccupiedPenalty,FALSE,1,Linear
DK-FG-12,ClusterBusyDaysOffStudents,ClusterBusyTimesConstraint,ClusterBusyDaysOffStudents,FALSE,1,Linear
DK-FG-12,LimitBusyMoreThanOne,LimitBusyTimesConstraint,LimitBusyMoreThanOne,FALSE,4,Linear
