instance_id,constraint_id,path,attr,value
FinlandSecondarySchool2_XHSTT-v2014,AssignTimes_2,Name,text,AssignTimes
FinlandSecondarySchool2_XHSTT-v2014,AssignTimes_2,Required,text,true
FinlandSecondarySchool2_XHSTT-v2014,AssignTimes_2,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,AssignTimes_2,CostFunction,text,Linear
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,Name,text,Do not split events
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,Required,text,true
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,Weight,text,1000
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,CostFunction,text,Linear
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,MinimumDuration,text,1
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,MaximumDuration,text,999
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,MinimumAmount,text,1
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,MaximumAmount,text,1
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_5,Name,text,PreferredTimesDurationTwo
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_5,Required,text,true
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_5,Weight,text,2
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_5,CostFunction,text,Linear
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_5,TimeGroups/TimeGroup,Reference,gr_TimesDurationTwo
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_6,Name,text,PreferredTimesDurationThree
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_6,Required,text,true
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_6,Weight,text,3
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_6,CostFunction,text,Linear
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_6,TimeGroups/TimeGroup,Reference,gr_TimesDurationThree
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,Name,text,EventSpreadingConstraint
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,Required,text,true
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,CostFunction,text,Linear
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup,Reference,gr_Mo
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Minimum,text,0
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Maximum,text,1
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup,Reference,gr_Tu
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Minimum,text,0
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Maximum,text,1
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup,Reference,gr_We
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Minimum,text,0
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Maximum,text,1
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup,Reference,gr_Th
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Minimum,text,0
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Maximum,text,1
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup,Reference,gr_Fr
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Minimum,text,0
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,TimeGroups/TimeGroup/Maximum,text,1
FinlandSecondarySchool2_XHSTT-v2014,NoResourceClashes_8,Name,text,NoResourceClashes
FinlandSecondarySchool2_XHSTT-v2014,NoResourceClashes_8,Required,text,true
FinlandSecondarySchool2_XHSTT-v2014,NoResourceClashes_8,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,NoResourceClashes_8,CostFunction,text,Linear
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,Name,text,JumpPeriods_Classes
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,CostFunction,text,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,TimeGroups/TimeGroup,Reference,gr_Mo
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,TimeGroups/TimeGroup,Reference,gr_Tu
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,TimeGroups/TimeGroup,Reference,gr_We
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,TimeGroups/TimeGroup,Reference,gr_Th
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,TimeGroups/TimeGroup,Reference,gr_Fr
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,Minimum,text,0
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,Maximum,text,0
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,Name,text,JumpPeriods_Teachers
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,CostFunction,text,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,TimeGroups/TimeGroup,Reference,gr_Mo
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,TimeGroups/TimeGroup,Reference,gr_Tu
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,TimeGroups/TimeGroup,Reference,gr_We
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,TimeGroups/TimeGroup,Reference,gr_Th
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,TimeGroups/TimeGroup,Reference,gr_Fr
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,Minimum,text,0
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,Maximum,text,0
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_mo,Name,text,MinMaxADay_Classes
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_mo,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_mo,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_mo,CostFunction,text,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_mo,TimeGroups/TimeGroup,Reference,gr_Mo
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_mo,Minimum,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_mo,Maximum,text,8
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_tu,Name,text,MinMaxADay_Classes
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_tu,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_tu,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_tu,CostFunction,text,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_tu,TimeGroups/TimeGroup,Reference,gr_Tu
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_tu,Minimum,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_tu,Maximum,text,8
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_we,Name,text,MinMaxADay_Classes
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_we,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_we,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_we,CostFunction,text,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_we,TimeGroups/TimeGroup,Reference,gr_We
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_we,Minimum,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_we,Maximum,text,8
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_th,Name,text,MinMaxADay_Classes
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_th,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_th,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_th,CostFunction,text,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_th,TimeGroups/TimeGroup,Reference,gr_Th
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_th,Minimum,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_th,Maximum,text,8
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_fr,Name,text,MinMaxADay_Classes
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_fr,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_fr,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_fr,CostFunction,text,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_fr,TimeGroups/TimeGroup,Reference,gr_Fr
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_fr,Minimum,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_fr,Maximum,text,8
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_mo,Name,text,MinMaxADay_Teachers
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_mo,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_mo,Weight,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_mo,CostFunction,text,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_mo,TimeGroups/TimeGroup,Reference,gr_Mo
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_mo,Minimum,text,1
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_mo,Maximum,text,8
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_tu,Name,text,MinMaxADay_Teachers
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_tu,Required,text,false
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_tu,Weight,text,1
