instance_id,resource_id,resource_group_id
FinlandSecondarySchool2_XHSTT-v2014,ANV,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,AUL,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,GUA,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,JEA,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,KAG,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,KAH,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,LEV,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,MAJ,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,MAL,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,MAO,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,MAV,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,MEL,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,MVA,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,PAK,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,PET,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,SAH,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,SEK,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,TAL,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,TAV,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,TOH,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,TUA,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,VHE,gr_Teachers
FinlandSecondarySchool2_XHSTT-v2014,S7A,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7AA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7AB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7B,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7BA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7BB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7C,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7CA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7CB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7D,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7DA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S7DB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8A,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8AA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8AB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8B,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8BA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8BB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8C,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8CA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8CB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8D,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8DA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S8DB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9A,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9AA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9AB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9B,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9BA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9BB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9C,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9CA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9CB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9D,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9DA,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,S9DB,gr_Classes
FinlandSecondarySchool2_XHSTT-v2014,RANJ,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RANV,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RE12,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RE15,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RE22,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RE24,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RE25,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RE26,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RE31,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RE37,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RKAG,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RMAV,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RTAV,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RTOH,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RU11,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RU12,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RU13,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RU17,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RU18,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RV08,gr_Rooms
FinlandSecondarySchool2_XHSTT-v2014,RV37,gr_Rooms
