instance_id,constraint_id,constraint_type,name,required,weight,cost_function
FinlandSecondarySchool2_XHSTT-v2014,AssignTimes_2,AssignTimeConstraint,AssignTimes,TRUE,1,Linear
FinlandSecondarySchool2_XHSTT-v2014,NoSplitEventsConstraint,SplitEventsConstraint,Do not split events,TRUE,1000,Linear
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_5,PreferTimesConstraint,PreferredTimesDurationTwo,TRUE,2,Linear
FinlandSecondarySchool2_XHSTT-v2014,PreferredTimes_6,PreferTimesConstraint,PreferredTimesDurationThree,TRUE,3,Linear
FinlandSecondarySchool2_XHSTT-v2014,EventSpreadingConstraint_7,SpreadEventsConstraint,EventSpreadingConstraint,TRUE,1,Linear
FinlandSecondarySchool2_XHSTT-v2014,NoResourceClashes_8,AvoidClashesConstraint,NoResourceClashes,TRUE,1,Linear
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Classes,LimitIdleTimesConstraint,JumpPeriods_Classes,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,JumpPeriods_Teachers,LimitIdleTimesConstraint,JumpPeriods_Teachers,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_mo,LimitBusyTimesConstraint,MinMaxADay_Classes,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_tu,LimitBusyTimesConstraint,MinMaxADay_Classes,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_we,LimitBusyTimesConstraint,MinMaxADay_Classes,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_th,LimitBusyTimesConstraint,MinMaxADay_Classes,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Classes_fr,LimitBusyTimesConstraint,MinMaxADay_Classes,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_mo,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_tu,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_we,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_th,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
FinlandSecondarySchool2_XHSTT-v2014,MinMaxADay_Teachers_fr,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
