instance_id,resource_id,resource_group_id
FinlandElementarySchool_XHSTT-v2014,AJ,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,AK,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,EHP,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,EM,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,ENU,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,HL,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,HLK,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,IM,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,JUL,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,JV,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,KES,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,KH,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,KM,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,LL,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,LMK,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,MM,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,MS,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,OH,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,TA,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,TJ,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,TK,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,TM,gr_Teachers
FinlandElementarySchool_XHSTT-v2014,S1A,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S1AA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S1AB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S1B,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S1BA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S1BB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S1C,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S1CA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S1CB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S2A,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S2AA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S2AB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S2B,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S2BA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S2BB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S2C,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S3A,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S3AA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S3AB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S3B,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S3BA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S3BB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S3P,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S3T,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4A,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4AA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4AB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4B,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4BA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4BB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4C,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4CA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4CB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4P,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S4T,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5A,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5AA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5AB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5B,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5BA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5BB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5C,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5CA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5CB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5P,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S5T,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6A,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6AA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6AB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6B,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6BA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6BB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6C,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6CA,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6CB,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6EL,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6ETS,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6P,gr_Classes
FinlandElementarySchool_XHSTT-v2014,S6T,gr_Classes
FinlandElementarySchool_XHSTT-v2014,R1,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R10,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R11,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R12,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R13,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R14,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R15,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R16A,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R16B,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R2,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R3,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R4,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R5,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R6,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R7,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R8,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,R9,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,RLS,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,RTN,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,RTS,gr_Rooms
FinlandElementarySchool_XHSTT-v2014,RX,gr_Rooms
