instance_id,constraint_id,constraint_type,name,required,weight,cost_function
FinlandElementarySchool_XHSTT-v2014,AssignTimes_2,AssignTimeConstraint,AssignTimes,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,NoSplitEventsConstraint,SplitEventsConstraint,Do not split events,TRUE,1000,Linear
FinlandElementarySchool_XHSTT-v2014,PreferredTimes_5,PreferTimesConstraint,PreferredTimesDurationTwo,TRUE,2,Linear
FinlandElementarySchool_XHSTT-v2014,EventSpreadingConstraint_6,SpreadEventsConstraint,EventSpreadingConstraint,FALSE,1,Linear
FinlandElementarySchool_XHSTT-v2014,NoResourceClashes_7,AvoidClashesConstraint,NoResourceClashes,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_AJ,AvoidUnavailableTimesConstraint,Unavailabilities_AJ,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_AK,AvoidUnavailableTimesConstraint,Unavailabilities_AK,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_EHP,AvoidUnavailableTimesConstraint,Unavailabilities_EHP,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_EM,AvoidUnavailableTimesConstraint,Unavailabilities_EM,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_ENU,AvoidUnavailableTimesConstraint,Unavailabilities_ENU,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_HL,AvoidUnavailableTimesConstraint,Unavailabilities_HL,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_HLK,AvoidUnavailableTimesConstraint,Unavailabilities_HLK,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_JUL,AvoidUnavailableTimesConstraint,Unavailabilities_JUL,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_JV,AvoidUnavailableTimesConstraint,Unavailabilities_JV,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_KES,AvoidUnavailableTimesConstraint,Unavailabilities_KES,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_KH,AvoidUnavailableTimesConstraint,Unavailabilities_KH,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_LL,AvoidUnavailableTimesConstraint,Unavailabilities_LL,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_LMK,AvoidUnavailableTimesConstraint,Unavailabilities_LMK,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_MM,AvoidUnavailableTimesConstraint,Unavailabilities_MM,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_OH,AvoidUnavailableTimesConstraint,Unavailabilities_OH,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_TA,AvoidUnavailableTimesConstraint,Unavailabilities_TA,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_TJ,AvoidUnavailableTimesConstraint,Unavailabilities_TJ,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_TM,AvoidUnavailableTimesConstraint,Unavailabilities_TM,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S1A,AvoidUnavailableTimesConstraint,Unavailabilities_S1A,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S1AA,AvoidUnavailableTimesConstraint,Unavailabilities_S1AA,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S1AB,AvoidUnavailableTimesConstraint,Unavailabilities_S1AA,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S1B,AvoidUnavailableTimesConstraint,Unavailabilities_S1B,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S1BA,AvoidUnavailableTimesConstraint,Unavailabilities_S1BA,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S1BB,AvoidUnavailableTimesConstraint,Unavailabilities_S1BB,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S1C,AvoidUnavailableTimesConstraint,Unavailabilities_S1C,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S2AA,AvoidUnavailableTimesConstraint,Unavailabilities_S2AA,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S2AB,AvoidUnavailableTimesConstraint,Unavailabilities_S2AB,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S2BA,AvoidUnavailableTimesConstraint,Unavailabilities_S2BA,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S2BB,AvoidUnavailableTimesConstraint,Unavailabilities_S2BB,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,Unavailabilities_S2C,AvoidUnavailableTimesConstraint,Unavailabilities_S2C,TRUE,1,Linear
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_1_mo,LimitBusyTimesConstraint,MinMaxADay_Classes_1,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_1_tu,LimitBusyTimesConstraint,MinMaxADay_Classes_1,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_1_we,LimitBusyTimesConstraint,MinMaxADay_Classes_1,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_1_th,LimitBusyTimesConstraint,MinMaxADay_Classes_1,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_1_fr,LimitBusyTimesConstraint,MinMaxADay_Classes_1,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_2_mo,LimitBusyTimesConstraint,MinMaxADay_Classes_2,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_2_tu,LimitBusyTimesConstraint,MinMaxADay_Classes_2,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_2_we,LimitBusyTimesConstraint,MinMaxADay_Classes_2,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_2_th,LimitBusyTimesConstraint,MinMaxADay_Classes_2,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_2_fr,LimitBusyTimesConstraint,MinMaxADay_Classes_2,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_3_mo,LimitBusyTimesConstraint,MinMaxADay_Classes_3,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_3_tu,LimitBusyTimesConstraint,MinMaxADay_Classes_3,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_3_we,LimitBusyTimesConstraint,MinMaxADay_Classes_3,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_3_th,LimitBusyTimesConstraint,MinMaxADay_Classes_3,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_3_fr,LimitBusyTimesConstraint,MinMaxADay_Classes_3,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_4_mo,LimitBusyTimesConstraint,MinMaxADay_Classes_4,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_4_tu,LimitBusyTimesConstraint,MinMaxADay_Classes_4,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_4_we,LimitBusyTimesConstraint,MinMaxADay_Classes_4,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_4_th,LimitBusyTimesConstraint,MinMaxADay_Classes_4,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_4_fr,LimitBusyTimesConstraint,MinMaxADay_Classes_4,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_5_mo,LimitBusyTimesConstraint,MinMaxADay_Classes_5,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_5_tu,LimitBusyTimesConstraint,MinMaxADay_Classes_5,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_5_we,LimitBusyTimesConstraint,MinMaxADay_Classes_5,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_5_th,LimitBusyTimesConstraint,MinMaxADay_Classes_5,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Classes_5_fr,LimitBusyTimesConstraint,MinMaxADay_Classes_5,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Teachers_mo,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Teachers_tu,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Teachers_we,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Teachers_th,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
FinlandElementarySchool_XHSTT-v2014,MinMaxADay_Teachers_fr,LimitBusyTimesConstraint,MinMaxADay_Teachers,FALSE,1,Quadratic
